iteracao,tempo_s,tmax_best_h,fp_best,fp_iter,gap_pct,k,melhoria,rejeitada_infactivel
343,111.637,425.19185,448.03217134259256,556.8703999375,223.95569523809522,6,0,0
344,111.859,425.19185,448.03217134259256,562.1469065925926,223.95569523809522,4,0,0
345,112.32,425.19185,448.03217134259256,518.051794143517,223.95569523809522,8,0,0
346,112.322,425.19185,448.03217134259256,79830.47583580921,223.95569523809522,3,0,0
347,112.596,425.19185,448.03217134259256,558.8778347696759,223.95569523809522,9,0,0
348,112.985,425.19185,448.03217134259256,559.246609005787,223.95569523809522,7,0,0
349,113.15,425.19185,448.03217134259256,561.9070068356481,223.95569523809522,10,0,0
350,113.153,425.19185,448.03217134259256,91627.37424978394,223.95569523809522,3,0,0
351,113.28,425.19185,448.03217134259256,562.1962059849536,223.95569523809522,7,0,0
352,113.465,425.19185,448.03217134259256,1189.0828766249965,223.95569523809522,6,0,0
353,113.469,425.19185,448.03217134259256,83114.883792644,223.95569523809522,3,0,0
354,114.192,425.19185,448.03217134259256,449.0118010590278,223.95569523809522,4,0,0
355,114.756,425.19185,448.03217134259256,559.4169441909722,223.95569523809522,4,0,0
356,115.029,425.19185,448.03217134259256,448.03217134259256,223.95569523809522,10,0,0
357,115.514,425.19185,448.03217134259256,587.8516494293965,223.95569523809522,8,0,0
358,115.848,425.19185,448.03217134259256,559.246609005787,223.95569523809522,1,0,0
359,116.211,425.19185,448.03217134259256,557.8703793645833,223.95569523809522,5,0,0
360,116.657,425.19185,448.03217134259256,493.3122683391173,223.95569523809522,9,0,0
361,117.109,425.19185,448.03217134259256,557.8474943645833,223.95569523809522,2,0,0
362,117.663,425.19185,448.03217134259256,557.7575321423611,223.95569523809522,6,0,0
363,117.665,425.19185,448.03217134259256,85916.58243231195,223.95569523809522,8,0,0
364,118.147,425.19185,448.03217134259256,515.1922066319429,223.95569523809522,3,0,0
365,118.49,425.19185,448.03217134259256,561.2739565543982,223.95569523809522,4,0,0
366,118.687,425.19185,447.92683569444443,447.92683569444443,223.95569523809522,7,1,0
367,119.222,425.19185,447.92683569444443,560.6420144652777,223.95569523809522,6,0,0
368,119.225,425.19185,447.92683569444443,87884.12673235091,223.95569523809522,8,0,0
369,119.531,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
370,119.9,425.19185,447.92683569444443,515.1888732986096,223.95569523809522,4,0,0
371,120.407,425.19185,447.92683569444443,557.8568381145833,223.95569523809522,3,0,0
372,120.706,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
373,121.305,425.19185,447.92683569444443,580.5916414097206,223.95569523809522,8,0,0
374,121.617,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,2,0,0
375,121.964,425.19185,447.92683569444443,470.47463380208177,223.95569523809522,6,0,0
376,122.184,425.19185,447.92683569444443,561.1204648819445,223.95569523809522,5,0,0
377,122.808,425.19185,447.92683569444443,557.8179097465278,223.95569523809522,9,0,0
378,123.268,425.19185,447.92683569444443,557.7902346423612,223.95569523809522,3,0,0
379,123.271,425.19185,447.92683569444443,176560.00047213974,223.95569523809522,3,0,0
380,123.525,425.19185,447.92683569444443,561.7987713784722,223.95569523809522,2,0,0
381,124.031,425.19185,447.92683569444443,558.0880303888889,223.95569523809522,4,0,0
382,124.195,425.19185,447.92683569444443,563.3370381145834,223.95569523809522,7,0,0
383,124.609,425.19185,447.92683569444443,536.2093317708302,223.95569523809522,9,0,0
384,125.105,425.19185,447.92683569444443,557.6887235486112,223.95569523809522,8,0,0
385,125.801,425.19185,447.92683569444443,557.6887235486112,223.95569523809522,6,0,0
386,126.217,425.19185,447.92683569444443,559.2892883171296,223.95569523809522,6,0,0
387,126.79,425.19185,447.92683569444443,559.5136941909723,223.95569523809522,4,0,0
388,127.062,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
389,127.065,425.19185,447.92683569444443,56841.750320006075,223.95569523809522,3,0,0
390,127.252,425.19185,447.92683569444443,561.2568528715278,223.95569523809522,5,0,0
391,128.121,425.19185,447.92683569444443,557.0034936875,223.95569523809522,8,0,0
392,128.412,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
393,128.707,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
394,128.981,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,7,0,0
395,129.342,425.19185,447.92683569444443,451.59437112847223,223.95569523809522,3,0,0
396,129.676,425.19185,447.92683569444443,562.6329107708333,223.95569523809522,4,0,0
397,130.077,425.19185,447.92683569444443,581.6502655219891,223.95569523809522,8,0,0
398,130.647,425.19185,447.92683569444443,514.8254685937485,223.95569523809522,9,0,0
399,131.059,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,6,0,0
400,131.438,425.19185,447.92683569444443,566.3435907893518,223.95569523809522,4,0,0
401,131.548,425.19185,447.92683569444443,960.2160228761553,223.95569523809522,6,0,0
402,131.872,425.19185,447.92683569444443,562.1072745034722,223.95569523809522,3,0,0
403,132.175,425.19185,447.92683569444443,562.1072745034722,223.95569523809522,2,0,0
404,132.177,425.19185,447.92683569444443,78793.01112934042,223.95569523809522,8,0,0
405,132.491,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
406,132.494,425.19185,447.92683569444443,47325.97411949755,223.95569523809522,5,0,0
407,132.999,425.19185,447.92683569444443,516.0663188541652,223.95569523809522,4,0,0
408,133.001,425.19185,447.92683569444443,56898.842740726584,223.95569523809522,3,0,0
409,133.289,425.19185,447.92683569444443,1224.1273803541649,223.95569523809522,8,0,0
410,133.815,425.19185,447.92683569444443,557.6843311875,223.95569523809522,5,0,0
411,134.243,425.19185,447.92683569444443,467.6188751041651,223.95569523809522,6,0,0
412,134.416,425.19185,447.92683569444443,564.118977068287,223.95569523809522,9,0,0
413,134.682,425.19185,447.92683569444443,563.4649903958333,223.95569523809522,4,0,0
414,134.994,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
415,135.482,425.19185,447.92683569444443,557.79293759375,223.95569523809522,7,0,0
416,135.857,425.19185,447.92683569444443,12690.251186607635,223.95569523809522,6,0,0
417,136.165,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
418,136.602,425.19185,447.92683569444443,556.9941499375,223.95569523809522,2,0,0
419,136.884,425.19185,447.92683569444443,563.0965144166667,223.95569523809522,3,0,0
420,136.887,425.19185,447.92683569444443,321065.69541270373,223.95569523809522,8,0,0
421,137.445,425.19185,447.92683569444443,527.7705719201373,223.95569523809522,4,0,0
422,137.736,425.19185,447.92683569444443,561.7987713784722,223.95569523809522,10,0,0
423,138.214,425.19185,447.92683569444443,471.1070769270818,223.95569523809522,8,0,0
424,138.535,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
425,138.537,425.19185,447.92683569444443,63566.701228797756,223.95569523809522,3,0,0
426,138.882,425.19185,447.92683569444443,587.0624469583317,223.95569523809522,9,0,0
427,139.36,425.19185,447.92683569444443,557.6887235486112,223.95569523809522,8,0,0
428,139.606,425.19185,447.92683569444443,560.4333109444444,223.95569523809522,7,0,0
429,139.814,425.19185,447.92683569444443,559.92727665625,223.95569523809522,6,0,0
430,140.421,425.19185,447.92683569444443,560.7147655069444,223.95569523809522,3,0,0
431,140.852,425.19185,447.92683569444443,564.9410259166666,223.95569523809522,5,0,0
432,141.184,425.19185,447.92683569444443,1481.676769576387,223.95569523809522,6,0,0
433,141.71,425.19185,447.92683569444443,557.8549693645833,223.95569523809522,4,0,0
434,141.985,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,2,0,0
435,142.392,425.19185,447.92683569444443,557.7824241388889,223.95569523809522,6,0,0
436,142.67,425.19185,447.92683569444443,560.1387235486111,223.95569523809522,6,0,0
437,142.957,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,2,0,0
438,143.313,425.19185,447.92683569444443,560.2560895902778,223.95569523809522,4,0,0
439,143.63,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
440,143.95,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
441,144.425,425.19185,447.92683569444443,557.8124735486111,223.95569523809522,3,0,0
442,144.428,425.19185,447.92683569444443,190978.22681254603,223.95569523809522,8,0,0
443,144.434,425.19185,447.92683569444443,46519.304923898104,223.95569523809522,9,0,0
444,144.813,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,3,0,0
445,144.815,425.19185,447.92683569444443,322863.4389590759,223.95569523809522,8,0,0
446,145.115,425.19185,447.92683569444443,565.1293567951388,223.95569523809522,4,0,0
447,145.433,425.19185,447.92683569444443,562.92703275,223.95569523809522,5,0,0
448,145.773,425.19185,447.92683569444443,515.1922066319429,223.95569523809522,7,0,0
449,146.021,425.19185,447.92683569444443,961.1997242187479,223.95569523809522,6,0,0
450,146.403,425.19185,447.92683569444443,557.4678999375,223.95569523809522,4,0,0
451,146.804,425.19185,447.92683569444443,515.1922066319429,223.95569523809522,5,0,0
452,147.203,425.19185,447.92683569444443,450.0276928993055,223.95569523809522,3,0,0
453,147.205,425.19185,447.92683569444443,132695.96286503706,223.95569523809522,8,0,0
454,147.474,425.19185,447.92683569444443,561.1435876226852,223.95569523809522,6,0,0
455,147.804,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,3,0,0
456,148.114,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
457,148.117,425.19185,447.92683569444443,46519.304923898104,223.95569523809522,9,0,0
458,148.119,425.19185,447.92683569444443,307912.35847362765,223.95569523809522,8,0,0
459,148.442,425.19185,447.92683569444443,566.2795873402778,223.95569523809522,4,0,0
460,148.757,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
461,149.28,425.19185,447.92683569444443,469.3926714004614,223.95569523809522,2,0,0
462,150.024,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,7,0,0
463,150.027,425.19185,447.92683569444443,104792.95424805558,223.95569523809522,3,0,0
464,150.422,425.19185,447.92683569444443,559.7481005069444,223.95569523809522,6,0,0
465,150.581,425.19185,447.92683569444443,562.3951669340278,223.95569523809522,7,0,0
466,150.982,425.19185,447.92683569444443,558.0079185833333,223.95569523809522,9,0,0
467,151.511,425.19185,447.92683569444443,557.5099475069444,223.95569523809522,1,0,0
468,152.103,425.19185,447.92683569444443,561.2301072118056,223.95569523809522,8,0,0
469,152.105,425.19185,447.92683569444443,64957.750781215414,223.95569523809522,6,0,0
470,152.538,425.19185,447.92683569444443,561.7760551597222,223.95569523809522,5,0,0
471,152.858,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
472,152.86,425.19185,447.92683569444443,67502.65099055065,223.95569523809522,8,0,0
473,153.103,425.19185,447.92683569444443,567.1376399733796,223.95569523809522,4,0,0
474,153.105,425.19185,447.92683569444443,87342.64619263187,223.95569523809522,3,0,0
475,153.404,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,2,0,0
476,153.693,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,4,0,0
477,153.696,425.19185,447.92683569444443,426406.47038449394,223.95569523809522,8,0,0
478,153.806,425.19185,447.92683569444443,567.4783241458333,223.95569523809522,4,0,0
479,154.022,425.19185,447.92683569444443,563.7958897986111,223.95569523809522,9,0,0
480,154.298,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,5,0,0
481,154.55,425.19185,447.92683569444443,560.5340652847223,223.95569523809522,7,0,0
482,154.839,425.19185,447.92683569444443,561.2706372465278,223.95569523809522,3,0,0
483,155.319,425.19185,447.92683569444443,557.8703793645833,223.95569523809522,2,0,0
484,155.584,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
485,155.949,425.19185,447.92683569444443,12689.681812423607,223.95569523809522,4,0,0
486,156.357,425.19185,447.92683569444443,557.0034936875,223.95569523809522,10,0,0
487,156.769,425.19185,447.92683569444443,470.47463380208177,223.95569523809522,6,0,0
488,156.954,425.19185,447.92683569444443,560.5573552152778,223.95569523809522,6,0,0
489,156.956,425.19185,447.92683569444443,58294.231773265754,223.95569523809522,8,0,0
490,157.191,425.19185,447.92683569444443,565.0718158472222,223.95569523809522,3,0,0
491,157.784,425.19185,447.92683569444443,494.93135039930246,223.95569523809522,8,0,0
492,158.106,425.19185,447.92683569444443,560.1965002152778,223.95569523809522,6,0,0
493,158.383,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,1,0,0
494,159.239,425.19185,447.92683569444443,557.8703793645833,223.95569523809522,4,0,0
495,159.242,425.19185,447.92683569444443,248854.887585299,223.95569523809522,8,0,0
496,159.557,425.19185,447.92683569444443,447.8239533043981,223.95569523809522,6,0,0
497,159.849,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,7,0,0
498,160.395,425.19185,447.92683569444443,492.32127082754323,223.95569523809522,3,0,0
499,160.713,425.19185,447.92683569444443,449.44369810763885,223.95569523809522,10,0,0
500,160.716,425.19185,447.92683569444443,73631.53187874751,223.95569523809522,3,0,0
501,161.064,425.19185,447.92683569444443,560.0861597465278,223.95569523809522,5,0,0
502,161.521,425.19185,447.92683569444443,605.1526261874969,223.95569523809522,9,0,0
503,161.776,425.19185,447.92683569444443,562.9625583576388,223.95569523809522,2,0,0
504,162.095,425.19185,447.92683569444443,561.2706372465278,223.95569523809522,4,0,0
