vns_iter,evento,l,iter_interna,fp,tmax,pen_cap,pen_jan,pen_tsk,tempo_s
0,melhoria,1,150,1098.9738,1063.0583,0.0,0.0,0.0,4.586
0,melhoria,1,151,1098.9309,1063.0583,0.0,0.0,0.0,4.698
0,melhoria,1,152,1098.8881,1063.0583,0.0,0.0,0.0,4.707
0,melhoria,2,154,1098.7827,1062.9467,0.0,0.0,0.0,4.851
0,melhoria,2,156,1098.7351,1062.9467,0.0,0.0,0.0,4.99
0,melhoria,2,158,1098.7343,1062.9467,0.0,0.0,0.0,5.149
0,melhoria,2,160,1097.483,1061.655,0.0,0.0,0.0,5.286
0,melhoria,2,162,1097.4733,1061.655,0.0,0.0,0.0,5.429
0,melhoria,1,163,1097.3448,1061.655,0.0,0.0,0.0,5.51
0,melhoria,2,165,1096.9413,1061.6553,0.0,0.0,0.0,5.648
0,melhoria,1,166,1096.6304,1061.6553,0.0,0.0,0.0,5.731
0,melhoria,1,167,1096.5503,1061.6553,0.0,0.0,0.0,5.768
0,melhoria,2,169,1096.4422,1061.6915,0.0,0.0,0.0,5.91
0,melhoria,1,170,1096.1536,1061.6915,0.0,0.0,0.0,5.938
0,melhoria,1,171,1096.029,1061.6915,0.0,0.0,0.0,6.01
0,melhoria,1,172,1095.9861,1061.6915,0.0,0.0,0.0,6.083
0,melhoria,1,173,1095.9432,1061.6915,0.0,0.0,0.0,6.198
0,melhoria,2,175,1095.7275,1061.5055,0.0,0.0,0.0,6.328
0,melhoria,2,177,1095.6801,1061.5055,0.0,0.0,0.0,6.47
0,melhoria,2,179,1095.5884,1061.5055,0.0,0.0,0.0,6.622
0,melhoria,2,181,1095.5227,1061.4824,0.0,0.0,0.0,6.756
0,melhoria,2,183,1095.5162,1061.4817,0.0,0.0,0.0,6.898
0,melhoria,1,184,1095.4711,1061.4817,0.0,0.0,0.0,6.98
0,melhoria,1,185,1095.4569,1061.4817,0.0,0.0,0.0,6.997
0,melhoria,1,186,1095.456,1061.4817,0.0,0.0,0.0,7.08
0,melhoria,2,188,1094.5753,1060.6206,0.0,0.0,0.0,7.211
0,melhoria,1,189,1094.4958,1060.6206,0.0,0.0,0.0,7.338
0,melhoria,2,191,1094.4635,1060.6206,0.0,0.0,0.0,7.489
0,melhoria,2,193,1094.2059,1060.3698,0.0,0.0,0.0,7.64
0,melhoria,1,194,1094.131,1060.2287,0.0,0.0,0.0,7.702
0,melhoria,1,195,1094.1307,1060.2287,0.0,0.0,0.0,7.704
0,melhoria,1,196,1093.8846,1059.8552,0.0,0.0,0.0,7.829
0,melhoria,1,197,1093.5673,1059.4246,0.0,0.0,0.0,7.892
0,melhoria,2,199,1093.5607,1059.4246,0.0,0.0,0.0,8.037
0,melhoria,2,201,1093.5606,1059.4246,0.0,0.0,0.0,8.197
0,melhoria,2,203,1093.4353,1059.4242,0.0,0.0,0.0,8.347
0,melhoria,3,206,1092.3469,1058.1842,0.0,0.0,0.0,8.534
0,melhoria,2,208,1090.7521,1056.5921,0.0,0.0,0.0,8.715
0,melhoria,1,209,1090.6801,1056.4007,0.0,0.0,0.0,8.734
0,melhoria,2,211,1090.1781,1055.8841,0.0,0.0,0.0,8.877
0,melhoria,3,214,1089.4032,1055.1091,0.0,0.0,0.0,9.093
0,melhoria,3,217,1088.5731,1054.2479,0.0,0.0,0.0,9.291
0,melhoria,2,219,1087.9963,1053.6739,0.0,0.0,0.0,9.464
0,melhoria,3,222,1087.7713,1053.3949,0.0,0.0,0.0,9.688
0,melhoria,2,224,1087.7246,1053.3949,0.0,0.0,0.0,9.908
0,melhoria,3,227,1084.6323,1050.2853,0.0,0.0,0.0,10.163
0,melhoria,3,230,1084.6252,1050.2853,0.0,0.0,0.0,10.4
0,melhoria,3,233,1081.4645,1047.1757,0.0,0.0,0.0,10.723
0,melhoria,3,236,1081.3981,1047.1154,0.0,0.0,0.0,10.937
0,melhoria,3,239,1080.9425,1046.669,0.0,0.0,0.0,11.173
0,melhoria,3,242,1080.9298,1046.669,0.0,0.0,0.0,11.547
0,melhoria,1,243,1080.9065,1046.669,0.0,0.0,0.0,11.609
0,melhoria,3,246,1080.9042,1046.669,0.0,0.0,0.0,11.944
0,melhoria,3,249,1080.901,1046.669,0.0,0.0,0.0,12.35
0,melhoria,3,252,1079.6189,1045.429,0.0,0.0,0.0,12.657
0,melhoria,3,255,1079.5892,1045.429,0.0,0.0,0.0,12.976
0,melhoria,1,256,1079.1185,1045.429,0.0,0.0,0.0,13.047
0,melhoria,3,259,1079.1018,1045.429,0.0,0.0,0.0,13.282
0,melhoria,2,261,1079.1011,1045.429,0.0,0.0,0.0,13.482
0,melhoria,3,264,1079.0863,1045.429,0.0,0.0,0.0,13.855
0,melhoria,2,266,1079.0704,1045.416,0.0,0.0,0.0,14.041
0,melhoria,1,267,1079.0389,1045.416,0.0,0.0,0.0,14.112
0,melhoria,1,268,1078.7311,1045.416,0.0,0.0,0.0,14.113
0,melhoria,1,269,1078.4409,1045.416,0.0,0.0,0.0,14.203
0,melhoria,2,271,1078.3706,1045.416,0.0,0.0,0.0,14.399
0,melhoria,2,273,1078.3525,1045.4073,0.0,0.0,0.0,14.578
0,melhoria,3,276,1078.3438,1045.4073,0.0,0.0,0.0,14.89
0,melhoria,3,279,1078.2999,1045.2466,0.0,0.0,0.0,15.162
0,melhoria,3,282,1078.2929,1045.2466,0.0,0.0,0.0,15.502
0,melhoria,3,285,1078.2916,1045.2466,0.0,0.0,0.0,15.806
0,melhoria,3,288,1078.2741,1045.2466,0.0,0.0,0.0,16.18
0,melhoria,3,291,1078.2663,1045.2466,0.0,0.0,0.0,16.485
0,melhoria,5,296,1078.237,1045.3068,0.0,0.0,0.0,17.02
0,melhoria,3,299,1078.2079,1045.2466,0.0,0.0,0.0,17.362
0,saida,0,304,1078.2079,1045.2466,0.0,0.0,0.0,17.912
0,entrada,0,0,935.4516,904.96,0.0,0.0,0.0,0.0
0,melhoria,1,1,935.4283,904.96,0.0,0.0,0.0,0.001
0,melhoria,1,2,935.361,904.96,0.0,0.0,0.0,0.001
0,melhoria,1,3,935.2947,904.96,0.0,0.0,0.0,0.004
0,melhoria,1,4,935.2275,904.96,0.0,0.0,0.0,0.008
0,melhoria,1,5,935.1421,904.96,0.0,0.0,0.0,0.011
0,melhoria,1,6,935.0807,904.96,0.0,0.0,0.0,0.019
0,melhoria,1,7,935.0575,904.96,0.0,0.0,0.0,0.038
0,melhoria,1,8,934.9716,904.96,0.0,0.0,0.0,0.05
0,melhoria,1,9,934.9479,904.96,0.0,0.0,0.0,0.074
0,melhoria,1,10,934.9246,904.96,0.0,0.0,0.0,0.075
0,melhoria,1,11,934.9236,904.96,0.0,0.0,0.0,0.08
0,melhoria,1,12,934.8809,904.96,0.0,0.0,0.0,0.096
0,melhoria,1,13,934.8139,904.96,0.0,0.0,0.0,0.1
0,melhoria,1,14,934.7901,904.96,0.0,0.0,0.0,0.103
0,melhoria,1,15,934.724,904.96,0.0,0.0,0.0,0.109
0,melhoria,1,16,934.639,904.96,0.0,0.0,0.0,0.127
0,melhoria,1,17,934.5534,904.96,0.0,0.0,0.0,0.158
0,melhoria,1,18,934.5105,904.96,0.0,0.0,0.0,0.159
0,melhoria,1,19,934.4684,904.96,0.0,0.0,0.0,0.186
0,melhoria,1,20,934.4261,904.96,0.0,0.0,0.0,0.191
0,melhoria,1,21,934.4252,904.96,0.0,0.0,0.0,0.207
0,melhoria,1,22,934.3584,904.96,0.0,0.0,0.0,0.239
0,melhoria,1,23,934.3352,904.96,0.0,0.0,0.0,0.305
0,melhoria,1,24,934.2305,904.96,0.0,0.0,0.0,0.359
0,melhoria,1,25,934.1879,904.96,0.0,0.0,0.0,0.361
0,melhoria,1,26,934.079,904.96,0.0,0.0,0.0,0.368
0,melhoria,1,27,934.0544,904.96,0.0,0.0,0.0,0.379
0,melhoria,1,28,934.0114,904.96,0.0,0.0,0.0,0.402
0,saida,0,33,934.0114,904.96,0.0,0.0,0.0,0.815
0,entrada,0,0,934.0114,904.96,0.0,0.0,0.0,0.0
0,timeout,1,0,934.0114,904.96,0.0,0.0,0.0,0.0
0,saida,0,0,934.0114,904.96,0.0,0.0,0.0,0.0
9,entrada,0,0,31125.997,1778.8937,10229.889,19049.4808,0.0,0.0
9,melhoria,1,1,31125.3297,1778.8937,10229.889,19049.4808,0.0,0.0
9,melhoria,1,2,31125.1908,1778.8937,10229.889,19049.4808,0.0,0.001
9,melhoria,1,3,31125.1801,1778.8937,10229.889,19049.4808,0.0,0.002
9,melhoria,1,4,31124.8091,1778.8937,10229.889,19049.4808,0.0,0.007
9,melhoria,1,5,31124.7769,1778.8937,10229.889,19049.4808,0.0,0.013
9,melhoria,1,6,31124.1428,1778.8937,10229.889,19049.4808,0.0,0.015
9,melhoria,1,7,5476.0646,1692.4386,2324.8946,1393.1252,0.0,0.015
9,melhoria,1,8,5475.2335,1692.4386,2324.8946,1393.1252,0.0,0.019
9,melhoria,1,9,5475.2097,1692.4386,2324.8946,1393.1252,0.0,0.025
9,melhoria,1,10,5474.6272,1692.4386,2324.8946,1393.1252,0.0,0.028
9,melhoria,1,11,5474.5602,1692.4386,2324.8946,1393.1252,0.0,0.036
9,melhoria,1,12,5474.4509,1692.4386,2324.8946,1393.1252,0.0,0.037
9,melhoria,1,13,5474.3891,1692.4386,2324.8946,1393.1252,0.0,0.039
9,melhoria,1,14,5474.2266,1692.4386,2324.8946,1393.1252,0.0,0.042
9,melhoria,1,15,5474.1931,1692.4386,2324.8946,1393.1252,0.0,0.046
9,melhoria,1,16,5473.0658,1692.4386,2324.8946,1393.1252,0.0,0.054
9,melhoria,1,17,5472.8989,1692.4386,2324.8946,1393.1252,0.0,0.056
9,melhoria,1,18,5472.3612,1692.4386,2324.8946,1393.1252,0.0,0.056
9,melhoria,1,19,5472.3184,1692.4386,2324.8946,1393.1252,0.0,0.061
9,melhoria,1,20,5472.122,1692.4386,2324.8946,1393.1252,0.0,0.062
9,melhoria,1,21,5472.0792,1692.4386,2324.8946,1393.1252,0.0,0.064
9,melhoria,1,22,1689.5599,1628.0856,0.0,0.0,0.0,0.064
9,melhoria,1,23,1689.5169,1628.0856,0.0,0.0,0.0,0.077
9,melhoria,1,24,1689.4077,1628.0856,0.0,0.0,0.0,0.078
9,melhoria,1,25,1689.2979,1628.0856,0.0,0.0,0.0,0.081
9,melhoria,1,26,1689.1693,1628.0856,0.0,0.0,0.0,0.087
9,melhoria,1,27,1689.0593,1628.0856,0.0,0.0,0.0,0.116
9,melhoria,1,28,1688.1645,1628.0856,0.0,0.0,0.0,0.117
9,melhoria,1,29,1688.1413,1628.0856,0.0,0.0,0.0,0.135
9,melhoria,1,30,1687.8299,1628.0856,0.0,0.0,0.0,0.136
9,melhoria,1,31,1687.1886,1628.0856,0.0,0.0,0.0,0.142
9,melhoria,1,32,1687.1645,1628.0856,0.0,0.0,0.0,0.15
9,melhoria,1,33,1687.1394,1628.0856,0.0,0.0,0.0,0.169
9,melhoria,1,34,1687.0546,1628.0856,0.0,0.0,0.0,0.171
9,melhoria,1,35,1686.5599,1628.0856,0.0,0.0,0.0,0.175
9,melhoria,1,36,1686.4028,1628.0856,0.0,0.0,0.0,0.178
9,melhoria,1,37,1686.3167,1628.0856,0.0,0.0,0.0,0.178
9,melhoria,1,38,1686.0004,1628.0856,0.0,0.0,0.0,0.183
9,melhoria,1,39,1685.5661,1628.0856,0.0,0.0,0.0,0.189
9,melhoria,1,40,1685.277,1628.0856,0.0,0.0,0.0,0.193
9,melhoria,1,41,1685.191,1628.0856,0.0,0.0,0.0,0.199
9,melhoria,1,42,1685.1854,1628.0856,0.0,0.0,0.0,0.202
9,melhoria,1,43,1685.1235,1628.0856,0.0,0.0,0.0,0.206
9,melhoria,1,44,1685.0187,1628.0856,0.0,0.0,0.0,0.21
9,melhoria,1,45,1684.2677,1628.0856,0.0,0.0,0.0,0.222
9,melhoria,1,46,1683.84,1628.0856,0.0,0.0,0.0,0.223
9,melhoria,1,47,1683.4869,1628.0856,0.0,0.0,0.0,0.226
9,melhoria,1,48,1683.2305,1628.0856,0.0,0.0,0.0,0.229
9,melhoria,1,49,1682.5414,1628.0856,0.0,0.0,0.0,0.23
9,melhoria,1,50,1682.3835,1628.0856,0.0,0.0,0.0,0.235
9,melhoria,1,51,1682.0564,1628.0856,0.0,0.0,0.0,0.238
9,melhoria,1,52,1681.9899,1628.0856,0.0,0.0,0.0,0.24
9,melhoria,1,53,1681.9471,1628.0856,0.0,0.0,0.0,0.245
9,melhoria,1,54,1681.2939,1628.0856,0.0,0.0,0.0,0.252
9,melhoria,1,55,1681.1651,1628.0856,0.0,0.0,0.0,0.256
9,melhoria,1,56,1650.6535,1597.6338,0.0,0.0,0.0,0.257
9,melhoria,1,57,1650.3801,1597.6338,0.0,0.0,0.0,0.268
9,melhoria,1,58,1650.2587,1597.6338,0.0,0.0,0.0,0.276
9,melhoria,1,59,1650.2347,1597.6338,0.0,0.0,0.0,0.281
9,melhoria,1,60,1649.2421,1597.6338,0.0,0.0,0.0,0.283
9,melhoria,1,61,1648.8867,1597.6338,0.0,0.0,0.0,0.289
9,melhoria,1,62,1648.3764,1597.6338,0.0,0.0,0.0,0.293
9,melhoria,1,63,1648.3099,1597.6338,0.0,0.0,0.0,0.313
9,melhoria,1,64,1648.0149,1597.6338,0.0,0.0,0.0,0.32
9,melhoria,1,65,1647.4463,1597.6338,0.0,0.0,0.0,0.321
9,melhoria,1,66,1647.3415,1597.6338,0.0,0.0,0.0,0.328
9,melhoria,1,67,1647.103,1597.6338,0.0,0.0,0.0,0.357
9,melhoria,1,68,1647.1026,1597.6338,0.0,0.0,0.0,0.382
9,melhoria,1,69,1646.9739,1597.6338,0.0,0.0,0.0,0.391
9,melhoria,1,70,1646.888,1597.6338,0.0,0.0,0.0,0.41
9,melhoria,1,71,1646.6528,1597.6338,0.0,0.0,0.0,0.412
9,melhoria,1,72,1646.5378,1597.6338,0.0,0.0,0.0,0.448
9,melhoria,1,73,1646.1319,1597.6338,0.0,0.0,0.0,0.449
9,melhoria,1,74,1645.4042,1597.6338,0.0,0.0,0.0,0.459
9,melhoria,1,75,1644.929,1597.6338,0.0,0.0,0.0,0.484
9,melhoria,1,76,1644.9204,1597.6338,0.0,0.0,0.0,0.494
9,melhoria,1,77,1644.1988,1597.6338,0.0,0.0,0.0,0.496
9,melhoria,1,78,1643.7943,1597.6338,0.0,0.0,0.0,0.509
9,melhoria,1,79,1643.7705,1597.6338,0.0,0.0,0.0,0.533
9,melhoria,1,80,1643.1292,1597.6338,0.0,0.0,0.0,0.541
9,melhoria,1,81,1642.7911,1597.6338,0.0,0.0,0.0,0.555
9,melhoria,1,82,1642.212,1597.6338,0.0,0.0,0.0,0.578
9,melhoria,1,83,1642.1222,1597.6338,0.0,0.0,0.0,0.59
9,melhoria,1,84,1641.8666,1597.6338,0.0,0.0,0.0,0.621
9,melhoria,1,85,1641.494,1597.6338,0.0,0.0,0.0,0.632
9,melhoria,1,86,1641.4879,1597.6338,0.0,0.0,0.0,0.677
9,melhoria,1,87,1641.0538,1597.6338,0.0,0.0,0.0,0.705
9,melhoria,1,88,1640.3332,1597.6338,0.0,0.0,0.0,0.708
9,melhoria,1,89,1640.0685,1597.6338,0.0,0.0,0.0,0.723
9,melhoria,1,90,1639.9297,1597.6338,0.0,0.0,0.0,0.765
9,melhoria,1,91,1639.7006,1597.6338,0.0,0.0,0.0,0.765
9,melhoria,1,92,1638.953,1597.6338,0.0,0.0,0.0,0.821
9,melhoria,1,93,1638.9227,1597.6338,0.0,0.0,0.0,0.856
9,melhoria,1,94,1638.7851,1597.6338,0.0,0.0,0.0,0.894
9,melhoria,1,95,1638.363,1597.6338,0.0,0.0,0.0,0.971
9,melhoria,1,96,1638.3008,1597.6338,0.0,0.0,0.0,0.974
9,melhoria,1,97,1637.9901,1597.6338,0.0,0.0,0.0,1.019
9,melhoria,1,98,1637.6394,1597.6338,0.0,0.0,0.0,1.051
9,melhoria,1,99,1637.4714,1597.6338,0.0,0.0,0.0,1.074
9,melhoria,1,100,1637.1185,1597.6338,0.0,0.0,0.0,1.125
9,melhoria,1,101,1636.9319,1597.6338,0.0,0.0,0.0,1.188
9,melhoria,1,102,1636.9269,1597.6338,0.0,0.0,0.0,1.196
9,melhoria,2,104,1636.7932,1597.6338,0.0,0.0,0.0,1.351
9,melhoria,2,106,1636.7928,1597.6338,0.0,0.0,0.0,1.487
9,melhoria,2,108,1636.6577,1597.6341,0.0,0.0,0.0,1.634
9,melhoria,3,111,1636.6576,1597.6108,0.0,0.0,0.0,1.849
