iteracao,tempo_s,tmax_best_h,fp_best,fp_iter,gap_pct,k,melhoria,rejeitada_infactivel
0,18.735,904.9600473838134,934.0113948966597,934.0113948966597,65.13869477806814,0,1,0
1,18.761,904.9600473838134,934.0113948966597,694684.6913179667,65.13869477806814,7,0,0
2,18.785,904.9600473838134,934.0113948966597,1909786.5911685613,65.13869477806814,2,0,0
3,18.809,904.9600473838134,934.0113948966597,1909786.4200640314,65.13869477806814,10,0,0
4,18.838,904.9600473838134,934.0113948966597,1779817.4470875098,65.13869477806814,3,0,0
5,18.871,904.9600473838134,934.0113948966597,350694.3226353202,65.13869477806814,5,0,0
6,18.897,904.9600473838134,934.0113948966597,694707.0485411289,65.13869477806814,4,0,0
7,18.921,904.9600473838134,934.0113948966597,623770.5383799153,65.13869477806814,8,0,0
8,18.947,904.9600473838134,934.0113948966597,1909786.4200640314,65.13869477806814,9,0,0
9,30.069,904.9600473838134,934.0113948966597,1628.7238282748772,65.13869477806814,6,0,0
10,30.095,904.9600473838134,934.0113948966597,349216.0667858187,65.13869477806814,1,0,0
11,30.121,904.9600473838134,934.0113948966597,1976000.612687573,65.13869477806814,2,0,0
12,30.147,904.9600473838134,934.0113948966597,96787.19929236312,65.13869477806814,6,0,0
13,30.171,904.9600473838134,934.0113948966597,349207.66303365445,65.13869477806814,7,0,0
14,30.197,904.9600473838134,934.0113948966597,926923.2540319342,65.13869477806814,1,0,0
15,30.222,904.9600473838134,934.0113948966597,926916.8873939988,65.13869477806814,5,0,0
16,30.254,904.9600473838134,934.0113948966597,2356296.4329870297,65.13869477806814,10,0,0
17,30.283,904.9600473838134,934.0113948966597,1530935.412949148,65.13869477806814,4,0,0
18,30.311,904.9600473838134,934.0113948966597,1909786.4200640314,65.13869477806814,9,0,0
19,30.34,904.9600473838134,934.0113948966597,1513896.9871761953,65.13869477806814,8,0,0
20,30.365,904.9600473838134,934.0113948966597,1909786.8764853145,65.13869477806814,3,0,0
21,30.392,904.9600473838134,934.0113948966597,353450.1669432102,65.13869477806814,3,0,0
22,30.42,904.9600473838134,934.0113948966597,1909786.7200993777,65.13869477806814,1,0,0
23,30.445,904.9600473838134,934.0113948966597,1184483.1427111947,65.13869477806814,8,0,0
24,30.471,904.9600473838134,934.0113948966597,120687.85686385306,65.13869477806814,6,0,0
25,30.5,904.9600473838134,934.0113948966597,695479.0411085563,65.13869477806814,4,0,0
26,30.525,904.9600473838134,934.0113948966597,1909786.4200640314,65.13869477806814,9,0,0
27,30.549,904.9600473838134,934.0113948966597,1909786.4326330759,65.13869477806814,2,0,0
28,30.572,904.9600473838134,934.0113948966597,2322949.4786235606,65.13869477806814,7,0,0
29,30.597,904.9600473838134,934.0113948966597,312757.4505043957,65.13869477806814,10,0,0
30,30.622,904.9600473838134,934.0113948966597,137225.7186586832,65.13869477806814,5,0,0
31,30.648,904.9600473838134,934.0113948966597,1909786.7542545479,65.13869477806814,3,0,0
32,49.557,904.9600473838134,934.0113948966597,989.0960562549698,65.13869477806814,6,0,0
33,49.586,904.9600473838134,934.0113948966597,1299866.969169239,65.13869477806814,9,0,0
34,49.617,904.9600473838134,934.0113948966597,695465.0105744905,65.13869477806814,4,0,0
35,49.645,904.9600473838134,934.0113948966597,504239.91215452744,65.13869477806814,5,0,0
36,49.672,904.9600473838134,934.0113948966597,1909786.4200640314,65.13869477806814,1,0,0
37,49.698,904.9600473838134,934.0113948966597,1552962.2251881184,65.13869477806814,10,0,0
38,49.722,904.9600473838134,934.0113948966597,694702.249231054,65.13869477806814,7,0,0
39,49.754,904.9600473838134,934.0113948966597,1237086.1922902982,65.13869477806814,8,0,0
40,49.78,904.9600473838134,934.0113948966597,1909786.4629722403,65.13869477806814,2,0,0
41,49.805,904.9600473838134,934.0113948966597,228143.4716076084,65.13869477806814,4,0,0
42,57.907,904.9600473838134,934.0113948966597,1627.8117081878058,65.13869477806814,6,0,0
